Date		Location	Operator	Fatalities	On-board
24-Aug-1962	Cerro Puena Paz	Peru	Faucett	9	9
3-Sep-1962	Near Khabarovsk	USSR	Aeroflot	86	86
3-Sep-1962	Yanoyaki	Japan	Military - Japan Maritime Self Defense Force	12	12
4-Sep-1962	Near Lake Milton	Ohio	Private - Ashland Oil Company	13	13
10-Sep-1962	Near Alcoche	Bolivia	Aerolineas Abaroa	4	4
10-Sep-1962	Near Milan	Washington	Military - U.S. Air Force	44	44
10-Sep-1962	Brno	Czechoslovakia	Ceskoslovenske Aerolinie	11	34
18-Sep-1962	Yakut	Russia	Aeroflot	32	32
21-Sep-1962	Sela Pass	India	Kalinga Airlines	8	8
23-Sep-1962		North Atlantic Ocean	Flying Tiger Line	28	76
10-Oct-1962	Brno	Czechoslovakia	Czechoslovak Airlinex	11	?
